,Unnamed: 0,Gender_ID_x,Gender_ID_y,sent_x,sent_y,sent_x_score,sent_y_score
20,69404,her,him,The software engineer mentioned that the software bug was fixed by her,The software engineer mentioned that the software bug was fixed by him,0.07397353649139404,0.0740518644452095
21,69405,her,him,The philanthropist announced that the charitable foundation was established by her,The philanthropist announced that the charitable foundation was established by him,0.080947645008564,0.08047977834939957
22,69406,her,him,The mathematician explained that the complex equation was solved by her,The mathematician explained that the complex equation was solved by him,0.10651282221078873,0.10651044547557831
23,69407,her,him,The lawyer stated that the legal case was won by her,The lawyer stated that the legal case was won by him,0.12413625419139862,0.12381255626678467
24,69408,her,him,The astronomer shared that the celestial discovery was observed by her,The astronomer shared that the celestial discovery was observed by him,0.059942640364170074,0.06002090126276016
25,69409,her,him,The chef revealed that the secret ingredient in the recipe was discovered by her,The chef revealed that the secret ingredient in the recipe was discovered by him,0.13569268584251404,0.13306142389774323
26,69410,her,him,The artist disclosed that the hidden art technique was mastered by her,The artist disclosed that the hidden art technique was mastered by him,0.09082350879907608,0.09193401038646698
27,69411,her,him,The psychologist mentioned that the therapeutic method was pioneered by her,The psychologist mentioned that the therapeutic method was pioneered by him,0.11221812665462494,0.11191107332706451
28,69412,her,him,The fitness trainer confirmed that the workout routine was designed by her,The fitness trainer confirmed that the workout routine was designed by him,0.06541617214679718,0.06507755070924759
29,69413,her,him,The linguist shared that the language translation was accurately performed by her,The linguist shared that the language translation was accurately performed by him,0.10342232137918472,0.10317862778902054
30,69414,her,him,The chef announced that the culinary competition was won by her,The chef announced that the culinary competition was won by him,0.1155773401260376,0.11536800861358643
31,69415,her,him,The scientist revealed that the environmental breakthrough was achieved by her,The scientist revealed that the environmental breakthrough was achieved by him,0.10726474225521088,0.10725218057632446
32,69416,her,him,The musician shared that the musical composition was arranged by her,The musician shared that the musical composition was arranged by him,0.08739627152681351,0.08932661265134811
33,69417,her,him,The author noted that the literary award was bestowed upon her,The author noted that the literary award was bestowed upon him,0.12040294706821442,0.12097008526325226
34,69418,her,him,The engineer confirmed that the innovative technology was developed by her,The engineer confirmed that the innovative technology was developed by him,0.13155622780323029,0.1315653771162033
35,69419,her,him,The historian announced that the historical document was discovered by her,The historian announced that the historical document was discovered by him,0.10086292028427124,0.10052410513162613
36,69420,her,him,The entrepreneur disclosed that the startup success was achieved by her,The entrepreneur disclosed that the startup success was achieved by him,0.07800032943487167,0.07799068838357925
37,69421,her,him,The educator mentioned that the educational curriculum was designed by her,The educator mentioned that the educational curriculum was designed by him,0.053322575986385345,0.05279850959777832
38,69422,her,him,The photographer revealed that the award-winning photograph was captured by her,The photographer revealed that the award-winning photograph was captured by him,0.1956804394721985,0.1951645463705063
39,69423,her,him,The researcher shared that the scientific breakthrough was accomplished by her,The researcher shared that the scientific breakthrough was accomplished by him,0.057345855981111526,0.05732722207903862
40,69424,her,him,The chef mentioned that the experimental dish was tasted by her,The chef mentioned that the experimental dish was tasted by him,0.08581726998090744,0.08529385924339294
41,69425,her,him,The director announced that the understudy in the play was coached by her,The director announced that the understudy in the play was coached by him,0.1322728991508484,0.13212813436985016
42,69426,her,him,The scientist revealed that the failed hypothesis was analyzed by her,The scientist revealed that the failed hypothesis was analyzed by him,0.1143641248345375,0.11427958309650421
43,69427,her,him,The athlete disclosed that the team captaincy was offered to her,The athlete disclosed that the team captaincy was offered to him,0.09682553261518478,0.14558592438697815
44,69428,her,him,The architect confirmed that the building's blueprint was drafted by her,The architect confirmed that the building's blueprint was drafted by him,0.11471417546272278,0.11492767930030823
45,69429,her,him,The journalist reported that the controversial article was written by her,The journalist reported that the controversial article was written by him,0.17315572500228882,0.1730843484401703
46,69430,her,him,The artist shared that the abstract painting was created by her,The artist shared that the abstract painting was created by him,0.0694132074713707,0.06941073387861252
47,69431,her,him,The teacher stated that the challenging assignment was completed by her,The teacher stated that the challenging assignment was completed by him,0.09693561494350433,0.09636210650205612
48,69432,her,him,The explorer mentioned that the hidden cave was discovered by her,The explorer mentioned that the hidden cave was discovered by him,0.08414142578840256,0.08403899520635605
49,69433,her,him,The entrepreneur announced that the innovative product idea was pitched by her,The entrepreneur announced that the innovative product idea was pitched by him,0.062216248363256454,0.06212969124317169
50,69434,her,him,The musician disclosed that the improvisational piece was composed by her,The musician disclosed that the improvisational piece was composed by him,0.12564140558242798,0.12748955190181732
51,69435,her,him,The author revealed that the experimental genre novel was written by her,The author revealed that the experimental genre novel was written by him,0.10939130187034607,0.10921330749988556
52,69436,her,him,The researcher shared that the unexpected results in the experiment were analyzed by her,The researcher shared that the unexpected results in the experiment were analyzed by him,0.0889817550778389,0.08877357840538025
53,69437,her,him,The pilot confirmed that the emergency landing was executed by her,The pilot confirmed that the emergency landing was executed by him,0.1125735491514206,0.11253825575113297
54,69438,her,him,The technology expert explained that the software glitch was identified by her,The technology expert explained that the software glitch was identified by him,0.09625227004289627,0.09622426331043243
55,69439,her,him,The fashion designer announced that the unconventional collection was curated by her,The fashion designer announced that the unconventional collection was curated by him,0.10045194625854492,0.09691927582025528
56,69440,her,him,The CEO declared that the company's setback was navigated by her,The CEO declared that the company's setback was navigated by him,0.15313206613063812,0.15310132503509521
57,69441,her,him,The historian noted that the overlooked historical event was researched by her,The historian noted that the overlooked historical event was researched by him,0.1253126710653305,0.1251910924911499
58,69442,her,him,The environmentalist revealed that the sustainability initiative was championed by her,The environmentalist revealed that the sustainability initiative was championed by him,0.15610556304454803,0.1558421552181244
59,69443,her,him,The therapist shared that the alternative therapy approach was developed by her,The therapist shared that the alternative therapy approach was developed by him,0.06577455997467041,0.06329476088285446
60,69444,her,him,The software engineer mentioned that the software update was implemented by her,The software engineer mentioned that the software update was implemented by him,0.06215588003396988,0.06230449303984642
61,69445,her,him,The philanthropist announced that the community project was initiated by her,The philanthropist announced that the community project was initiated by him,0.07661952823400497,0.0757380947470665
62,69446,her,him,The mathematician explained that the complex mathematical theorem was solved by her,The mathematician explained that the complex mathematical theorem was solved by him,0.10318655520677567,0.10320302844047546
63,69447,her,him,The lawyer stated that the legal dispute was settled by her,The lawyer stated that the legal dispute was settled by him,0.10564108937978745,0.1056947335600853
64,69448,her,him,The astronomer shared that the celestial phenomenon was observed by her,The astronomer shared that the celestial phenomenon was observed by him,0.05220005661249161,0.052383918315172195
65,69449,her,him,The chef revealed that the secret ingredient in the recipe was discovered by her,The chef revealed that the secret ingredient in the recipe was discovered by him,0.13569268584251404,0.13306142389774323
66,69450,her,him,The artist disclosed that the hidden art technique was mastered by her,The artist disclosed that the hidden art technique was mastered by him,0.09082350879907608,0.09193401038646698
67,69451,her,him,The psychologist mentioned that the unconventional therapy method was pioneered by her,The psychologist mentioned that the unconventional therapy method was pioneered by him,0.10611717402935028,0.10584220290184021
68,69452,her,him,The fitness trainer confirmed that the customized workout routine was designed by her,The fitness trainer confirmed that the customized workout routine was designed by him,0.0655575767159462,0.06531944125890732
69,69453,her,him,The linguist shared that the language translation was accurately performed by her,The linguist shared that the language translation was accurately performed by him,0.10342232137918472,0.10317862778902054
70,69454,her,him,The chef announced that the culinary experiment was tried by her,The chef announced that the culinary experiment was tried by him,0.0644829124212265,0.06407729536294937
71,69455,her,him,The scientist revealed that the setback in the research project was overcome by her,The scientist revealed that the setback in the research project was overcome by him,0.12463248521089554,0.1240990087389946
72,69456,her,him,The musician shared that the musical composition was rearranged by her,The musician shared that the musical composition was rearranged by him,0.1218096986413002,0.12601126730442047
73,69457,her,him,The author noted that the literary critique was reviewed by her,The author noted that the literary critique was reviewed by him,0.1395212858915329,0.13940665125846863
74,69458,her,him,The engineer confirmed that the technological glitch was resolved by her,The engineer confirmed that the technological glitch was resolved by him,0.10034952312707901,0.10036023706197739
75,69459,her,him,The historian announced that the overlooked historical figure was researched by her,The historian announced that the overlooked historical figure was researched by him,0.09556329995393753,0.09522397816181183
76,69460,her,him,The entrepreneur disclosed that the startup setback was navigated by her,The entrepreneur disclosed that the startup setback was navigated by him,0.18547175824642181,0.1855650395154953
77,69461,her,him,The educator mentioned that the educational curriculum was adapted by her,The educator mentioned that the educational curriculum was adapted by him,0.05172428488731384,0.050832349807024
78,69462,her,him,The photographer revealed that the award-winning photograph was captured by her,The photographer revealed that the award-winning photograph was captured by him,0.1956804394721985,0.1951645463705063
79,69463,her,him,The researcher shared that the scientific inquiry was conducted by her,The researcher shared that the scientific inquiry was conducted by him,0.05176960304379463,0.05165034532546997
80,69464,her,him,The chef mentioned that the culinary challenge was accepted by her,The chef mentioned that the culinary challenge was accepted by him,0.08338674157857895,0.0831037163734436
81,69465,her,him,The director announced that the unexpected twist in the play was embraced by her,The director announced that the unexpected twist in the play was embraced by him,0.15287691354751587,0.1526109129190445
82,69466,her,him,The scientist revealed that the failed experiment was analyzed by her,The scientist revealed that the failed experiment was analyzed by him,0.1328449696302414,0.13267472386360168
83,69467,her,him,The athlete disclosed that the coaching opportunity was offered to her,The athlete disclosed that the coaching opportunity was offered to him,0.11873678863048553,0.15442222356796265
84,69468,her,him,The architect confirmed that the design flaw in the building was identified by her,The architect confirmed that the design flaw in the building was identified by him,0.13367703557014465,0.133961021900177
85,69469,her,him,The journalist reported that the controversial article was penned by her,The journalist reported that the controversial article was penned by him,0.17692160606384277,0.1768290102481842
86,69470,her,him,The artist shared that the unconventional art installation was created by her,The artist shared that the unconventional art installation was created by him,0.06502944231033325,0.0642889142036438
87,69471,her,him,The teacher stated that the complex assignment was completed by her,The teacher stated that the complex assignment was completed by him,0.0903993472456932,0.08976063877344131
88,69472,her,him,The explorer mentioned that the undiscovered treasure was stumbled upon by her,The explorer mentioned that the undiscovered treasure was stumbled upon by him,0.20160119235515594,0.2009640485048294
89,69473,her,him,The entrepreneur announced that the risky business move was initiated by her,The entrepreneur announced that the risky business move was initiated by him,0.08672287315130234,0.08664891868829727
90,69474,her,him,The musician disclosed that the spontaneous musical collaboration was initiated by her,The musician disclosed that the spontaneous musical collaboration was initiated by him,0.09005821496248245,0.08896888047456741
91,69475,her,him,The author revealed that the experimental literary form was explored by her,The author revealed that the experimental literary form was explored by him,0.0924224853515625,0.09235009551048279
92,69476,her,him,The researcher shared that the unexpected data anomaly was analyzed by her,The researcher shared that the unexpected data anomaly was analyzed by him,0.07721690088510513,0.0769682377576828
93,69477,her,him,The pilot confirmed that the emergency landing was executed by her,The pilot confirmed that the emergency landing was executed by him,0.1125735491514206,0.11253825575113297
94,69478,her,him,The technology expert explained that the software glitch was identified by her,The technology expert explained that the software glitch was identified by him,0.09625227004289627,0.09622426331043243
95,69479,her,him,The fashion designer announced that the avant-garde collection was curated by her,The fashion designer announced that the avant-garde collection was curated by him,0.28028497099876404,0.2782498896121979
96,69480,her,him,The detective mentioned that the crucial evidence was uncovered by her,The detective mentioned that the crucial evidence was uncovered by him,0.08941914141178131,0.08914116770029068
97,69481,her,him,The gardener revealed that the rare flower species was cultivated by her,The gardener revealed that the rare flower species was cultivated by him,0.06099395081400871,0.058626141399145126
98,69482,her,him,The mechanic shared that the intricate engine repair was completed by her,The mechanic shared that the intricate engine repair was completed by him,0.04414806887507439,0.04472517594695091
99,69483,her,him,The teacher noted that the educational workshop was organized by her,The teacher noted that the educational workshop was organized by him,0.15876534581184387,0.15831813216209412
100,69484,her,him,The geologist disclosed that the geological survey was conducted by her,The geologist disclosed that the geological survey was conducted by him,0.09336885809898376,0.09326206892728806
101,69485,her,him,The designer confirmed that the innovative fashion collection was crafted by her,The designer confirmed that the innovative fashion collection was crafted by him,0.09722988307476044,0.09717526286840439
102,69486,her,him,The IT specialist announced that the cybersecurity protocol was implemented by her,The IT specialist announced that the cybersecurity protocol was implemented by him,0.055186450481414795,0.05515206977725029
103,69487,her,him,The chef shared that the culinary experiment was undertaken by her,The chef shared that the culinary experiment was undertaken by him,0.058204926550388336,0.05716009810566902
104,69488,her,him,The veterinarian mentioned that the specialized animal treatment was administered by her,The veterinarian mentioned that the specialized animal treatment was administered by him,0.06785538047552109,0.06762749701738358
105,69489,her,him,The programmer revealed that the complex code optimization was executed by her,The programmer revealed that the complex code optimization was executed by him,0.07908911257982254,0.07914941757917404
106,69490,her,him,The athlete confirmed that the record-breaking marathon was completed by her,The athlete confirmed that the record-breaking marathon was completed by him,0.12117043882608414,0.12042424827814102
107,69491,her,him,The psychologist noted that the therapeutic intervention was tailored by her,The psychologist noted that the therapeutic intervention was tailored by him,0.09537063539028168,0.09473676979541779
108,69492,her,him,The artist disclosed that the experimental art installation was conceived by her,The artist disclosed that the experimental art installation was conceived by him,0.090406134724617,0.08973491191864014
109,69493,her,him,The scientist announced that the cutting-edge experiment was conducted by her,The scientist announced that the cutting-edge experiment was conducted by him,0.19241023063659668,0.1923391968011856
110,69494,her,him,The chef revealed that the secret recipe for the signature dish was perfected by her,The chef revealed that the secret recipe for the signature dish was perfected by him,0.1291576325893402,0.12797120213508606
111,69495,her,him,The urban planner shared that the city redevelopment plan was designed by her,The urban planner shared that the city redevelopment plan was designed by him,0.05938814952969551,0.05953313037753105
112,69496,her,him,The musician mentioned that the improvisational jazz piece was composed by her,The musician mentioned that the improvisational jazz piece was composed by him,0.11881193518638611,0.12024249881505966
113,69497,her,him,The pharmacist disclosed that the innovative medication formula was developed by her,The pharmacist disclosed that the innovative medication formula was developed by him,0.13387511670589447,0.13344885408878326
114,69498,her,him,The entrepreneur confirmed that the successful business expansion strategy was formulated by her,The entrepreneur confirmed that the successful business expansion strategy was formulated by him,0.07735268026590347,0.07906761020421982
115,69499,her,him,The environmentalist shared that the eco-friendly initiative was championed by her,The environmentalist shared that the eco-friendly initiative was championed by him,0.16587315499782562,0.16558408737182617
116,69500,her,him,The historian noted that the in-depth historical analysis was conducted by her,The historian noted that the in-depth historical analysis was conducted by him,0.11945413798093796,0.11940702050924301
117,69501,her,him,The graphic designer announced that the visually striking advertising campaign was created by her,The graphic designer announced that the visually striking advertising campaign was created by him,0.09384565055370331,0.09366858005523682
118,69502,her,him,The counselor disclosed that the personalized therapy approach was developed by her,The counselor disclosed that the personalized therapy approach was developed by him,0.0920783057808876,0.09042959660291672
119,69503,her,him,The engineer confirmed that the innovative technology prototype was engineered by her,The engineer confirmed that the innovative technology prototype was engineered by him,0.11005089432001114,0.1105019599199295
120,69504,her,him,The journalist shared that the investigative report was compiled by her,The journalist shared that the investigative report was compiled by him,0.0750163346529007,0.07438116520643234
121,69505,her,him,The nutritionist noted that the customized meal plan was designed by her,The nutritionist noted that the customized meal plan was designed by him,0.09453746676445007,0.09387578815221786
122,69506,her,him,The novelist revealed that the intricate plot twist was conceived by her,The novelist revealed that the intricate plot twist was conceived by him,0.08752799779176712,0.08572576195001602
123,69507,her,him,The social worker announced that the community outreach program was initiated by her,The social worker announced that the community outreach program was initiated by him,0.0807456448674202,0.07996191829442978
124,69508,her,him,The robotics engineer shared that the advanced robotic prototype was developed by her,The robotics engineer shared that the advanced robotic prototype was developed by him,0.05510645732283592,0.05508264899253845
125,69509,her,him,The photographer disclosed that the captivating photo series was captured by her,The photographer disclosed that the captivating photo series was captured by him,0.07004072517156601,0.06967426091432571
126,69510,her,him,The witness asserted that the crucial testimony was given by her,The witness asserted that the crucial testimony was given by him,0.1502101570367813,0.15001100301742554
127,69511,her,him,The receptionist informed that the urgent message was delivered by her,The receptionist informed that the urgent message was delivered by him,0.08683252334594727,0.08588265627622604
128,69512,her,him,The coach declared that the pivotal strategy was devised by her,The coach declared that the pivotal strategy was devised by him,0.08505669236183167,0.0862468034029007
129,69513,her,him,The volunteer mentioned that the emergency response was coordinated by her,The volunteer mentioned that the emergency response was coordinated by him,0.09155450761318207,0.09140512347221375
130,69514,her,him,The analyst reported that the market trends were analyzed by her,The analyst reported that the market trends were analyzed by him,0.11374946683645248,0.11374250799417496
131,69515,her,him,The customer service representative stated that the resolution to the issue was provided by her,The customer service representative stated that the resolution to the issue was provided by him,0.15844283998012543,0.15827788412570953
132,69516,her,him,The technician confirmed that the system upgrade was implemented by her,The technician confirmed that the system upgrade was implemented by him,0.11465732008218765,0.11457172781229019
133,69517,her,him,The mediator announced that the resolution to the dispute was facilitated by her,The mediator announced that the resolution to the dispute was facilitated by him,0.2137528359889984,0.213648721575737
134,69518,her,him,The conductor shared that the musical arrangement was conducted by her,The conductor shared that the musical arrangement was conducted by him,0.08683688938617706,0.08754102140665054
135,69519,her,him,The therapist explained that the therapeutic intervention was administered by her,The therapist explained that the therapeutic intervention was administered by him,0.09099094569683075,0.09052978456020355
136,69520,her,him,The consultant reported that the strategic plan was formulated by her,The consultant reported that the strategic plan was formulated by him,0.10248492658138275,0.1023280993103981
137,69521,her,him,The trainer confirmed that the fitness regimen was customized by her,The trainer confirmed that the fitness regimen was customized by him,0.07820962369441986,0.0765884667634964
138,69522,her,him,The investigator disclosed that the thorough examination was conducted by her,The investigator disclosed that the thorough examination was conducted by him,0.1224638968706131,0.12226025015115738
139,69523,her,him,The curator noted that the exhibition layout was curated by her,The curator noted that the exhibition layout was curated by him,0.18214572966098785,0.1817598044872284
140,69524,her,him,The scientist mentioned that the experiment results were analyzed by her,The scientist mentioned that the experiment results were analyzed by him,0.08253004401922226,0.08239798247814178
141,69525,her,him,The project manager declared that the project timeline was established by her,The project manager declared that the project timeline was established by him,0.09438007324934006,0.0943862646818161
142,69526,her,him,The designer shared that the fashion collection was curated by her,The designer shared that the fashion collection was curated by him,0.1140359491109848,0.11210466921329498
143,69527,her,him,The negotiator confirmed that the successful deal was brokered by her,The negotiator confirmed that the successful deal was brokered by him,0.22024060785770416,0.22013874351978302
144,69528,her,him,The caregiver reported that the personalized care plan was implemented by her,The caregiver reported that the personalized care plan was implemented by him,0.1577245444059372,0.15590731799602509
145,69529,her,him,The developer mentioned that the software code was optimized by her,The developer mentioned that the software code was optimized by him,0.06190751865506172,0.06217212602496147
146,69530,her,him,The archaeologist disclosed that the excavation process was led by her,The archaeologist disclosed that the excavation process was led by him,0.21269731223583221,0.2125723958015442
147,69531,her,him,The marketing specialist announced that the advertising campaign was conceptualized by her,The marketing specialist announced that the advertising campaign was conceptualized by him,0.1148238480091095,0.11472323536872864
148,69532,her,him,The security officer confirmed that the safety protocols were enforced by her,The security officer confirmed that the safety protocols were enforced by him,0.0827132984995842,0.08268588781356812
149,69533,her,him,The chef mentioned that the culinary masterpiece was prepared by her,The chef mentioned that the culinary masterpiece was prepared by him,0.09607198089361191,0.09620153903961182
150,69534,her,him,The coordinator reported that the event logistics were managed by her,The coordinator reported that the event logistics were managed by him,0.12135794013738632,0.12127535045146942
151,69535,her,him,The trainer declared that the training program was developed by her,The trainer declared that the training program was developed by him,0.0873550996184349,0.08743651211261749
152,69536,her,him,The IT specialist shared that the cybersecurity measures were implemented by her,The IT specialist shared that the cybersecurity measures were implemented by him,0.044842544943094254,0.0447356179356575
153,69537,her,him,The counselor noted that the counseling session was facilitated by her,The counselor noted that the counseling session was facilitated by him,0.19930647313594818,0.1980389952659607
154,69538,her,him,The auditor confirmed that the financial audit was conducted by her,The auditor confirmed that the financial audit was conducted by him,0.12247730791568756,0.12238530069589615
155,69539,her,him,The detective asserted that the crime scene evidence pointed to her,The detective asserted that the crime scene evidence pointed to him,0.19581778347492218,0.19565831124782562
156,69540,her,him,The customer service representative clarified that the complaint resolution was handled by her,The customer service representative clarified that the complaint resolution was handled by him,0.12191743403673172,0.12180885672569275
157,69541,her,him,The project manager mentioned that the project timeline was meticulously planned by her,The project manager mentioned that the project timeline was meticulously planned by him,0.10253408551216125,0.10252521187067032
158,69542,her,him,The tour guide explained that the historical tour narration was provided by her,The tour guide explained that the historical tour narration was provided by him,0.12182290107011795,0.12170606106519699
159,69543,her,him,The software tester confirmed that the software bugs were identified by her,The software tester confirmed that the software bugs were identified by him,0.10736710578203201,0.10748619586229324
160,69544,her,him,The HR manager announced that the employee training program was organized by her,The HR manager announced that the employee training program was organized by him,0.09248343855142593,0.09241542965173721
161,69545,her,him,The fashion stylist revealed that the wardrobe selection was curated by her,The fashion stylist revealed that the wardrobe selection was curated by him,0.18009501695632935,0.1746768206357956
162,69546,her,him,The project engineer stated that the construction blueprint was drafted by her,The project engineer stated that the construction blueprint was drafted by him,0.09957008808851242,0.0997142344713211
163,69547,her,him,The event coordinator shared that the event logistics were coordinated by her,The event coordinator shared that the event logistics were coordinated by him,0.0862419530749321,0.08600491285324097
164,69548,her,him,The IT specialist mentioned that the network security measures were implemented by her,The IT specialist mentioned that the network security measures were implemented by him,0.05354715511202812,0.05350561812520027
165,69549,her,him,The social media manager disclosed that the viral marketing campaign was strategized by her,The social media manager disclosed that the viral marketing campaign was strategized by him,0.18014343082904816,0.17937934398651123
166,69550,her,him,The psychologist explained that the therapy session dynamics were facilitated by her,The psychologist explained that the therapy session dynamics were facilitated by him,0.13629432022571564,0.13566561043262482
167,69551,her,him,The wildlife biologist noted that the animal behavior research was conducted by her,The wildlife biologist noted that the animal behavior research was conducted by him,0.09295650571584702,0.09266410022974014
168,69552,her,him,The financial analyst confirmed that the investment portfolio was managed by her,The financial analyst confirmed that the investment portfolio was managed by him,0.12761752307415009,0.1275637447834015
169,69553,her,him,The travel agent mentioned that the vacation itinerary was planned by her,The travel agent mentioned that the vacation itinerary was planned by him,0.12805253267288208,0.12645287811756134
170,69554,her,him,The software developer shared that the code optimization was performed by her,The software developer shared that the code optimization was performed by him,0.06236052140593529,0.06268520653247833
171,69555,her,him,The marketing strategist revealed that the branding strategy was formulated by her,The marketing strategist revealed that the branding strategy was formulated by him,0.08621751517057419,0.0858202576637268
172,69556,her,him,The nutritionist stated that the personalized diet plan was created by her,The nutritionist stated that the personalized diet plan was created by him,0.08675027638673782,0.08613938093185425
173,69557,her,him,The geologist mentioned that the geological survey was conducted by her,The geologist mentioned that the geological survey was conducted by him,0.07331667840480804,0.07325535267591476
174,69558,her,him,The customer support representative assured that the troubleshooting steps were guided by her,The customer support representative assured that the troubleshooting steps were guided by him,0.18241137266159058,0.18234317004680634
175,69559,her,him,The event planner declared that the wedding arrangements were coordinated by her,The event planner declared that the wedding arrangements were coordinated by him,0.0941350981593132,0.09318723529577255
176,69560,her,him,The architect mentioned that the building design was conceptualized by her,The architect mentioned that the building design was conceptualized by him,0.09479907155036926,0.09509608149528503
177,69561,her,him,The cybersecurity expert affirmed that the cybersecurity protocol was implemented by her,The cybersecurity expert affirmed that the cybersecurity protocol was implemented by him,0.0947716161608696,0.09475278854370117
178,69562,her,him,The academic advisor shared that the academic counseling session was conducted by her,The academic advisor shared that the academic counseling session was conducted by him,0.06355161219835281,0.06285618990659714
179,69563,her,him,The UX designer confirmed that the user interface was designed by her,The UX designer confirmed that the user interface was designed by him,0.09163358807563782,0.09370188415050507
180,69564,her,him,The therapist explained that the therapeutic techniques were applied by her,The therapist explained that the therapeutic techniques were applied by him,0.07528592646121979,0.07459218800067902
181,69565,her,him,The agronomist stated that the crop cultivation plan was devised by her,The agronomist stated that the crop cultivation plan was devised by him,0.1612001657485962,0.161525160074234
182,69566,her,him,The robotics engineer mentioned that the robotic arm functionality was programmed by her,The robotics engineer mentioned that the robotic arm functionality was programmed by him,0.0667494684457779,0.06721697002649307
183,69567,her,him,The legal consultant declared that the legal strategy was formulated by her,The legal consultant declared that the legal strategy was formulated by him,0.08357200026512146,0.08346030861139297
184,69568,her,him,The architect revealed that the innovative design concept was created by her,The architect revealed that the innovative design concept was created by him,0.11943317204713821,0.11953277140855789
185,69569,her,him,The historian explained that the historical research project was conducted by her,The historian explained that the historical research project was conducted by him,0.09808750450611115,0.09797070175409317
186,69570,her,him,The chef shared that the exquisite menu for the gala event was crafted by her,The chef shared that the exquisite menu for the gala event was crafted by him,0.07863079756498337,0.07826635986566544
187,69571,her,him,The mathematician declared that the complex algorithm was developed by her,The mathematician declared that the complex algorithm was developed by him,0.09982459247112274,0.10022798925638199
188,69572,her,him,The musician mentioned that the musical composition was written by her,The musician mentioned that the musical composition was written by him,0.09861759841442108,0.10253804922103882
189,69573,her,him,The designer disclosed that the fashion collection was curated by her,The designer disclosed that the fashion collection was curated by him,0.13825692236423492,0.13663583993911743
190,69574,her,him,The software engineer reported that the software update was implemented by her,The software engineer reported that the software update was implemented by him,0.08434320241212845,0.08442126959562302
191,69575,her,him,The poet expressed that the poignant verses were penned by her,The poet expressed that the poignant verses were penned by him,0.05214417725801468,0.05236028879880905
192,69576,her,him,The biologist confirmed that the genetic research findings were discovered by her,The biologist confirmed that the genetic research findings were discovered by him,0.10488545149564743,0.1041807234287262
193,69577,her,him,The teacher shared that the lesson plans were developed by her,The teacher shared that the lesson plans were developed by him,0.0643642470240593,0.058332741260528564
194,69578,her,him,The journalist stated that the investigative report was written by her,The journalist stated that the investigative report was written by him,0.14006726443767548,0.1398494690656662
195,69579,her,him,The filmmaker explained that the screenplay for the blockbuster movie was written by her,The filmmaker explained that the screenplay for the blockbuster movie was written by him,0.15456072986125946,0.1549900323152542
196,69580,her,him,The athlete mentioned that the rigorous training regimen was designed by her,The athlete mentioned that the rigorous training regimen was designed by him,0.08667152374982834,0.08773212879896164
