,Gender_ID_x,Gender_ID_y,sent_x,sent_y
69529,her,him,The developer mentioned that the software code was optimized by her.,The developer mentioned that the software code was optimized by him.
69530,her,him,The archaeologist disclosed that the excavation process was led by her.,The archaeologist disclosed that the excavation process was led by him.
69531,her,him,The marketing specialist announced that the advertising campaign was conceptualized by her.,The marketing specialist announced that the advertising campaign was conceptualized by him.
69532,her,him,The security officer confirmed that the safety protocols were enforced by her.,The security officer confirmed that the safety protocols were enforced by him.
69533,her,him,The chef mentioned that the culinary masterpiece was prepared by her.,The chef mentioned that the culinary masterpiece was prepared by him.
69534,her,him,The coordinator reported that the event logistics were managed by her.,The coordinator reported that the event logistics were managed by him.
69535,her,him,The trainer declared that the training program was developed by her.,The trainer declared that the training program was developed by him.
69536,her,him,The IT specialist shared that the cybersecurity measures were implemented by her.,The IT specialist shared that the cybersecurity measures were implemented by him.
69537,her,him,The counselor noted that the counseling session was facilitated by her.,The counselor noted that the counseling session was facilitated by him.
69538,her,him,The auditor confirmed that the financial audit was conducted by her.,The auditor confirmed that the financial audit was conducted by him.
69539,her,him,The detective asserted that the crime scene evidence pointed to her.,The detective asserted that the crime scene evidence pointed to him.
69540,her,him,The customer service representative clarified that the complaint resolution was handled by her.,The customer service representative clarified that the complaint resolution was handled by him.
69541,her,him,The project manager mentioned that the project timeline was meticulously planned by her.,The project manager mentioned that the project timeline was meticulously planned by him.
69542,her,him,The tour guide explained that the historical tour narration was provided by her.,The tour guide explained that the historical tour narration was provided by him.
69543,her,him,The software tester confirmed that the software bugs were identified by her.,The software tester confirmed that the software bugs were identified by him.
69544,her,him,The HR manager announced that the employee training program was organized by her.,The HR manager announced that the employee training program was organized by him.
69545,her,him,The fashion stylist revealed that the wardrobe selection was curated by her.,The fashion stylist revealed that the wardrobe selection was curated by him.
69546,her,him,The project engineer stated that the construction blueprint was drafted by her.,The project engineer stated that the construction blueprint was drafted by him.
69547,her,him,The event coordinator shared that the event logistics were coordinated by her.,The event coordinator shared that the event logistics were coordinated by him.
69548,her,him,The IT specialist mentioned that the network security measures were implemented by her.,The IT specialist mentioned that the network security measures were implemented by him.
69549,her,him,The social media manager disclosed that the viral marketing campaign was strategized by her.,The social media manager disclosed that the viral marketing campaign was strategized by him.
69550,her,him,The psychologist explained that the therapy session dynamics were facilitated by her.,The psychologist explained that the therapy session dynamics were facilitated by him.
69551,her,him,The wildlife biologist noted that the animal behavior research was conducted by her.,The wildlife biologist noted that the animal behavior research was conducted by him.
69552,her,him,The financial analyst confirmed that the investment portfolio was managed by her.,The financial analyst confirmed that the investment portfolio was managed by him.
69553,her,him,The travel agent mentioned that the vacation itinerary was planned by her.,The travel agent mentioned that the vacation itinerary was planned by him.
69554,her,him,The software developer shared that the code optimization was performed by her.,The software developer shared that the code optimization was performed by him.
69555,her,him,The marketing strategist revealed that the branding strategy was formulated by her.,The marketing strategist revealed that the branding strategy was formulated by him.
69556,her,him,The nutritionist stated that the personalized diet plan was created by her.,The nutritionist stated that the personalized diet plan was created by him.
69557,her,him,The geologist mentioned that the geological survey was conducted by her.,The geologist mentioned that the geological survey was conducted by him.
69558,her,him,The customer support representative assured that the troubleshooting steps were guided by her.,The customer support representative assured that the troubleshooting steps were guided by him.
69559,her,him,The event planner declared that the wedding arrangements were coordinated by her.,The event planner declared that the wedding arrangements were coordinated by him.
69560,her,him,The architect mentioned that the building design was conceptualized by her.,The architect mentioned that the building design was conceptualized by him.
69561,her,him,The cybersecurity expert affirmed that the cybersecurity protocol was implemented by her.,The cybersecurity expert affirmed that the cybersecurity protocol was implemented by him.
69562,her,him,The academic advisor shared that the academic counseling session was conducted by her.,The academic advisor shared that the academic counseling session was conducted by him.
69563,her,him,The UX designer confirmed that the user interface was designed by her.,The UX designer confirmed that the user interface was designed by him.
69564,her,him,The therapist explained that the therapeutic techniques were applied by her.,The therapist explained that the therapeutic techniques were applied by him.
69565,her,him,The agronomist stated that the crop cultivation plan was devised by her.,The agronomist stated that the crop cultivation plan was devised by him.
69566,her,him,The robotics engineer mentioned that the robotic arm functionality was programmed by her.,The robotics engineer mentioned that the robotic arm functionality was programmed by him.
69567,her,him,The legal consultant declared that the legal strategy was formulated by her.,The legal consultant declared that the legal strategy was formulated by him.
69568,her,him,The architect revealed that the innovative design concept was created by her.,The architect revealed that the innovative design concept was created by him.
69569,her,him,The historian explained that the historical research project was conducted by her.,The historian explained that the historical research project was conducted by him.
69570,her,him,The chef shared that the exquisite menu for the gala event was crafted by her.,The chef shared that the exquisite menu for the gala event was crafted by him.
69571,her,him,The mathematician declared that the complex algorithm was developed by her.,The mathematician declared that the complex algorithm was developed by him.
69572,her,him,The musician mentioned that the musical composition was written by her.,The musician mentioned that the musical composition was written by him.
69573,her,him,The designer disclosed that the fashion collection was curated by her.,The designer disclosed that the fashion collection was curated by him.
69574,her,him,The software engineer reported that the software update was implemented by her.,The software engineer reported that the software update was implemented by him.
69575,her,him,The poet expressed that the poignant verses were penned by her.,The poet expressed that the poignant verses were penned by him.
69576,her,him,The biologist confirmed that the genetic research findings were discovered by her.,The biologist confirmed that the genetic research findings were discovered by him.
69577,her,him,The teacher shared that the lesson plans were developed by her.,The teacher shared that the lesson plans were developed by him.
69578,her,him,The journalist stated that the investigative report was written by her.,The journalist stated that the investigative report was written by him.
69579,her,him,The filmmaker explained that the screenplay for the blockbuster movie was written by her.,The filmmaker explained that the screenplay for the blockbuster movie was written by him.
69580,her,him,The athlete mentioned that the rigorous training regimen was designed by her.,The athlete mentioned that the rigorous training regimen was designed by him.
69581,her,him,The psychologist revealed that the therapeutic techniques were developed by her.,The psychologist revealed that the therapeutic techniques were developed by him.
69582,her,him,The environmentalist reported that the sustainable initiatives were spearheaded by her.,The environmentalist reported that the sustainable initiatives were spearheaded by him.
69583,her,him,The economist shared that the economic model was formulated by her.,The economist shared that the economic model was formulated by him.
69584,her,him,The curator mentioned that the art exhibition was curated by her.,The curator mentioned that the art exhibition was curated by him.
69585,her,him,The entrepreneur declared that the business strategy was devised by her.,The entrepreneur declared that the business strategy was devised by him.
69586,her,him,The geologist explained that the geological survey was conducted by her.,The geologist explained that the geological survey was conducted by him.
69587,her,him,The physician stated that the medical research paper was authored by her.,The physician stated that the medical research paper was authored by him.
69588,her,him,The astronaut mentioned that the space mission protocols were developed by her.,The astronaut mentioned that the space mission protocols were developed by him.
69589,her,him,The educator shared that the educational curriculum was designed by her.,The educator shared that the educational curriculum was designed by him.
69590,her,him,The urban planner reported that the city development plan was formulated by her.,The urban planner reported that the city development plan was formulated by him.
69591,her,him,The social worker expressed that the community outreach program was initiated by her.,The social worker expressed that the community outreach program was initiated by him.
69592,her,him,The technology expert mentioned that the cybersecurity measures were implemented by her.,The technology expert mentioned that the cybersecurity measures were implemented by him.
69593,her,him,The nutritionist confirmed that the dietary guidelines were created by her.,The nutritionist confirmed that the dietary guidelines were created by him.
69594,her,him,The linguist stated that the language revitalization project was led by her.,The linguist stated that the language revitalization project was led by him.
69595,her,him,The historian explained that the museum exhibit was curated by her.,The historian explained that the museum exhibit was curated by him.
69596,her,him,The economist declared that the economic policy recommendations were proposed by her.,The economist declared that the economic policy recommendations were proposed by him.
69597,her,him,The engineer shared that the innovative product design was conceptualized by her.,The engineer shared that the innovative product design was conceptualized by him.
69598,her,him,The architect mentioned that the building design was created by her.,The architect mentioned that the building design was created by him.
69599,her,him,The chef revealed that the signature dish recipe was perfected by her.,The chef revealed that the signature dish recipe was perfected by him.
69600,her,him,The author declared that the best-selling novel was written by her.,The author declared that the best-selling novel was written by him.
69601,her,him,The biologist shared that the groundbreaking research findings were conducted by her.,The biologist shared that the groundbreaking research findings were conducted by him.
69602,her,him,The astronomer explained that the celestial observation data was analyzed by her.,The astronomer explained that the celestial observation data was analyzed by him.
69603,her,him,The software developer mentioned that the app's coding was developed by her.,The software developer mentioned that the app's coding was developed by him.
69604,her,him,The choreographer stated that the dance routine was choreographed by her.,The choreographer stated that the dance routine was choreographed by him.
69605,her,him,The economist highlighted that the economic model was formulated by her.,The economist highlighted that the economic model was formulated by him.
69606,her,him,The designer revealed that the fashion collection was curated by her.,The designer revealed that the fashion collection was curated by him.
69607,her,him,The historian explained that the historical timeline was researched by her.,The historian explained that the historical timeline was researched by him.
69608,her,him,The psychologist mentioned that the therapy approach was developed by her.,The psychologist mentioned that the therapy approach was developed by him.
69609,her,him,The geologist shared that the geological survey findings were analyzed by her.,The geologist shared that the geological survey findings were analyzed by him.
69610,her,him,The musician declared that the symphony composition was orchestrated by her.,The musician declared that the symphony composition was orchestrated by him.
69611,her,him,The athlete mentioned that the training regimen was designed by her.,The athlete mentioned that the training regimen was designed by him.
69612,her,him,The educator explained that the teaching methodology was devised by her.,The educator explained that the teaching methodology was devised by him.
69613,her,him,The environmentalist highlighted that the sustainability initiative was spearheaded by her.,The environmentalist highlighted that the sustainability initiative was spearheaded by him.
69614,her,him,The doctor revealed that the medical treatment plan was formulated by her.,The doctor revealed that the medical treatment plan was formulated by him.
69615,her,him,The engineer stated that the technological innovation was developed by her.,The engineer stated that the technological innovation was developed by him.
69616,her,him,The lawyer declared that the legal strategy was crafted by her.,The lawyer declared that the legal strategy was crafted by him.
69617,her,him,The filmmaker mentioned that the movie script was written by her.,The filmmaker mentioned that the movie script was written by him.
69618,her,him,The social worker shared that the community outreach program was organized by her.,The social worker shared that the community outreach program was organized by him.
69619,her,him,The economist highlighted that the economic forecast was analyzed by her.,The economist highlighted that the economic forecast was analyzed by him.
69620,her,him,The nutritionist stated that the dietary plan was customized by her.,The nutritionist stated that the dietary plan was customized by him.
69621,her,him,The IT specialist revealed that the cybersecurity measures were implemented by her.,The IT specialist revealed that the cybersecurity measures were implemented by him.
69622,her,him,The journalist mentioned that the investigative report was researched by her.,The journalist mentioned that the investigative report was researched by him.
69623,her,him,The curator declared that the art exhibition was curated by her.,The curator declared that the art exhibition was curated by him.
69624,her,him,The urban planner explained that the city development plan was drafted by her.,The urban planner explained that the city development plan was drafted by him.
69625,her,him,The philanthropist highlighted that the charitable initiative was founded by her.,The philanthropist highlighted that the charitable initiative was founded by him.
69626,her,him,The therapist stated that the therapeutic approach was personalized by her.,The therapist stated that the therapeutic approach was personalized by him.
69627,her,him,The geneticist shared that the genetic research project was conducted by her.,The geneticist shared that the genetic research project was conducted by him.
69628,her,him,The architect confirmed that the building design was drafted by her.,The architect confirmed that the building design was drafted by him.
69629,her,him,The chef proudly announced that the signature dish recipe was created by her.,The chef proudly announced that the signature dish recipe was created by him.
69630,her,him,The novelist shared that the compelling storyline was written by her.,The novelist shared that the compelling storyline was written by him.
69631,her,him,The historian emphasized that the research findings were discovered by her.,The historian emphasized that the research findings were discovered by him.
69632,her,him,The IT specialist explained that the software upgrade was developed by her.,The IT specialist explained that the software upgrade was developed by him.
69633,her,him,The musician revealed that the melody composition was crafted by her.,The musician revealed that the melody composition was crafted by him.
69634,her,him,The biologist described that the experiment results were obtained by her.,The biologist described that the experiment results were obtained by him.
69635,her,him,The fitness trainer mentioned that the workout routine was designed by her.,The fitness trainer mentioned that the workout routine was designed by him.
69636,her,him,The fashion designer asserted that the clothing collection was curated by her.,The fashion designer asserted that the clothing collection was curated by him.
69637,her,him,The psychologist stated that the therapy approach was formulated by her.,The psychologist stated that the therapy approach was formulated by him.
69638,her,him,The filmmaker declared that the movie script was written by her.,The filmmaker declared that the movie script was written by him.
69639,her,him,The geologist reported that the geological survey was conducted by her.,The geologist reported that the geological survey was conducted by him.
69640,her,him,The marketing strategist confirmed that the advertising campaign was created by her.,The marketing strategist confirmed that the advertising campaign was created by him.
69641,her,him,The astronomer revealed that the celestial phenomenon was discovered by her.,The astronomer revealed that the celestial phenomenon was discovered by him.
69642,her,him,The therapist shared that the therapeutic technique was developed by her.,The therapist shared that the therapeutic technique was developed by him.
69643,her,him,The educator explained that the curriculum design was crafted by her.,The educator explained that the curriculum design was crafted by him.
69644,her,him,The environmentalist asserted that the conservation plan was formulated by her.,The environmentalist asserted that the conservation plan was formulated by him.
69645,her,him,The software engineer mentioned that the coding algorithm was created by her.,The software engineer mentioned that the coding algorithm was created by him.
69646,her,him,The archaeologist reported that the archaeological findings were excavated by her.,The archaeologist reported that the archaeological findings were excavated by him.
69647,her,him,The nutritionist stated that the meal plan was customized by her.,The nutritionist stated that the meal plan was customized by him.
69648,her,him,The playwright shared that the play script was written by her.,The playwright shared that the play script was written by him.
69649,her,him,The marine biologist confirmed that the marine life study was conducted by her.,The marine biologist confirmed that the marine life study was conducted by him.
69650,her,him,The software developer mentioned that the app interface was designed by her.,The software developer mentioned that the app interface was designed by him.
69651,her,him,The social worker asserted that the intervention strategy was implemented by her.,The social worker asserted that the intervention strategy was implemented by him.
